"Weight_ID","Company","Symbol","Weight","Price","Change"
"295","NetApp Inc.","NTAP","0.070855","    65 26","0.00  (0.00%)"
"296","L3 Technologies Inc","LLL","0.070122","    210 32","0.00  (0.00%)"
"297","MSCI Inc. Class A","MSCI","0.069861","    183 66","0.00  (0.00%)"
"298","Regions Financial Corporation","RF","0.069443","    15 57","0.00  (0.00%)"
"299","Church & Dwight Co. Inc.","CHD","0.068953","    66 45","0.00  (0.00%)"
"300","Best Buy Co. Inc.","BBY","0.068569","    68 72","0.00  (0.00%)"
"301","CBRE Group Inc. Class A","CBRE","0.068373","    50 57","0.00  (0.00%)"
"302","Keysight Technologies Inc","KEYS","0.067683","    85 00","0.00  (0.00%)"
"303","Total System Services Inc.","TSS","0.067445","    93 93","0.00  (0.00%)"
"304","Hershey Company","HSY","0.067127","    111 39","0.00  (0.00%)"
"305","CMS Energy Corporation","CMS","0.066814","    54 95","0.00  (0.00%)"
"306","Genuine Parts Company","GPC","0.066558","    106 36","0.00  (0.00%)"
"307","Synopsys Inc.","SNPS","0.065601","    105 41","0.00  (0.00%)"
"308","Chipotle Mexican Grill Inc.","CMG","0.065508","    617 00","0.12  (0.02%)"
"309","Evergy Inc.","EVRG","0.065074","    56 35","0.00  (0.00%)"
"310","Vulcan Materials Company","VMC","0.064463","    114 01","0.00  (0.00%)"
"311","Laboratory Corporation of America Holdings","LH","0.064400","    149 81","0.80  (0.54%)"
"312","ANSYS Inc.","ANSS","0.064091","    178 73","0.00  (0.00%)"
"313","CenterPoint Energy Inc.","CNP","0.063705","    30 43","0.00  (0.00%)"
"314","Huntington Bancshares Incorporated","HBAN","0.063497","    13 70","0.00  (0.00%)"
"315","Diamondback Energy Inc.","FANG","0.063355","    97 58","0.00  (0.00%)"
"316","Maxim Integrated Products Inc.","MXIM","0.063221","    53 35","0.00  (0.00%)"
"317","HCP Inc.","HCP","0.062927","    30 94","0.00  (0.00%)"
"318","Alexandria Real Estate Equities Inc.","ARE","0.062759","    139 39","0.00  (0.00%)"
"319","Expedia Group Inc.","EXPE","0.062186","    122 02","0.15  (0.12%)"
"320","Incyte Corporation","INCY","0.062018","    84 17","0.00  (0.00%)"
"321","Skyworks Solutions Inc.","SWKS","0.061835","    81 48","0.00  (0.00%)"
"322","Cardinal Health Inc.","CAH","0.061767","    48 50","-0.35  (-0.72%)"
"323","ResMed Inc.","RMD","0.061733","    101 80","0.40  (0.39%)"
"324","Host Hotels & Resorts Inc.","HST","0.061396","    19 44","0.00  (0.00%)"
"325","Arista Networks Inc.","ANET","0.061229","    281 80","0.00  (0.00%)"
"326","Arthur J. Gallagher & Co.","AJG","0.060942","    79 04","0.00  (0.00%)"
"327","ABIOMED Inc.","ABMD","0.060863","    320 00","0.80  (0.25%)"
"328","Symantec Corporation","SYMC","0.060834","    22 60","0.22  (0.98%)"
"329","Cooper Companies Inc.","COO","0.060657","    288 81","0.00  (0.00%)"
"330","Lennar Corporation Class A","LEN","0.060142","    48 75","0.24  (0.49%)"
"331","Hess Corporation","HES","0.059807","    56 00","0.07  (0.13%)"
"332","Marathon Oil Corporation","MRO","0.059708","    16 60","0.03  (0.18%)"
"333","Kellogg Company","K","0.059635","    54 15","0.00  (0.00%)"
"334","Western Digital Corporation","WDC","0.059619","    49 50","-0.16  (-0.32%)"
"335","D.R. Horton Inc.","DHI","0.059588","    41 10","0.00  (0.00%)"
"336","Mylan N.V.","MYL","0.059225","    27 16","0.00  (0.00%)"
"337","Comerica Incorporated","CMA","0.058611","    82 49","0.00  (0.00%)"
"338","MGM Resorts International","MGM","0.058568","    26 79","0.22  (0.83%)"
"339","Teleflex Incorporated","TFX","0.058189","    291 88","0.00  (0.00%)"
"340","Xylem Inc.","XYL","0.057990","    76 89","0.00  (0.00%)"
"341","Darden Restaurants Inc.","DRI","0.057627","    108 78","0.00  (0.00%)"
"342","W.W. Grainger Inc.","GWW","0.057547","    294 99","0.00  (0.00%)"
"343","Principal Financial Group Inc.","PFG","0.057120","    50 59","0.00  (0.00%)"
"344","Dover Corporation","DOV","0.056942","    90 54","0.00  (0.00%)"
"345","Baker Hughes a GE Company Class A","BHGE","0.056425","    26 50","0.00  (0.00%)"
"346","American Airlines Group Inc.","AAL","0.056392","    32 25","0.20  (0.62%)"
"347","Loews Corporation","L","0.056347","    47 20","0.00  (0.00%)"
"348","Lincoln National Corporation","LNC","0.056225","    60 94","0.00  (0.00%)"
"349","Celanese Corporation","CE","0.056146","    101 49","0.00  (0.00%)"
"350","Expeditors International of Washington Inc.","EXPD","0.056060","    76 17","0.00  (0.00%)"
"351","Equifax Inc.","EFX","0.056017","    110 04","0.00  (0.00%)"
"352","Citrix Systems Inc.","CTXS","0.055300","    100 14","0.00  (0.00%)"
"353","Cincinnati Financial Corporation","CINF","0.055185","    85 45","0.00  (0.00%)"
"354","Gartner Inc.","IT","0.055116","    144 16","0.00  (0.00%)"
"355","Textron Inc.","TXT","0.054896","    52 08","0.00  (0.00%)"
"356","International Flavors & Fragrances Inc.","IFF","0.054794","    126 34","0.00  (0.00%)"
"357","Hologic Inc.","HOLX","0.054730","    46 95","0.00  (0.00%)"
"358","SVB Financial Group","SIVB","0.054434","    242 19","0.00  (0.00%)"
"359","Devon Energy Corporation","DVN","0.054379","    27 85","0.05  (0.18%)"
"360","UDR Inc.","UDR","0.053653","    44 89","0.00  (0.00%)"
"361","Varian Medical Systems Inc.","VAR","0.053253","    134 60","0.00  (0.00%)"
"362","Extra Space Storage Inc.","EXR","0.053005","    98 88","-0.01  (-0.01%)"
"363","Martin Marietta Materials Inc.","MLM","0.052911","    198 63","0.00  (0.00%)"
